@relation segment

@attribute original numeric
@attribute Hue numeric
@attribute Saturation numeric
@attribute Brightness numeric
@attribute 'Kuwahara_19_ 10_0' numeric
@attribute 'Kuwahara_19_ 10_1' numeric
@attribute 'Kuwahara_19_ 10_2' numeric
@attribute Sobel_filter_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Median_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Median_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Median_4.0 numeric
@attribute class {plant1,plant2,plant3,background}

@data
78.666667,80,76,97,70.666667,70.666667,70.666667,36.666667,78.666667,35.666667,68.666667,80.666667,74,75.666667,30,60.666667,80.666667,71.666667,70.666667,20.333333,50,80.666667,67,plant3
74,79,80,92,67.666667,69,69.666667,58.333333,73.666667,57,60.666667,80.666667,71.666667,71,47.333333,51.333333,80.666667,68.333333,67.333333,27.666667,49.333333,80.666667,64.333333,plant3
65,79,89,83,64.333333,64.333333,64.333333,64.666667,65,62,51.333333,74,62.666667,64,48,50,80.666667,62,63.666667,27.666667,49.333333,80.666667,61.666667,plant3
57,74,99,74,60.333333,60.333333,60.333333,39.666667,57,38.666667,50.666667,65.333333,60,58.333333,32,49.333333,74,60.666667,60.333333,20,49,80.666667,61.333333,plant3
57.333333,70,103,74,61,61,62,46.666667,57.333333,44.333333,50,64.666667,57.333333,57.333333,31,49.333333,66,57.666667,59,12.666667,49,80.666667,60.333333,plant3
57,67,104,73,62,62,62,50,57,47.333333,51,64.666667,56.666667,57.333333,33,49.666667,64.666667,57.333333,58.333333,13,49,75,60.333333,plant3
56.666667,69,104,73,62,64.666667,66.666667,45,56.666667,42.666667,51.333333,64.666667,59,58.333333,31.666667,50.666667,67.666667,60.666667,60,16.666667,49,74,61.333333,plant3
71.666667,80,82,90,68.333333,69.333333,69.333333,48.666667,71.666667,46.666667,62.666667,78.666667,70.666667,70.666667,37.333333,58.666667,80.666667,68.666667,69,20.666667,51.333333,80.666667,67,plant3
68.666667,80,85,87,66.333333,67.333333,67.333333,54.333333,68.666667,52.333333,60.666667,78.666667,66,67.666667,40.666667,57,80.666667,65,66,24,50,80.666667,64,plant3
62.666667,80,91,81,65.666667,65.666667,65.666667,39.333333,62.666667,38,57,74,62.666667,63,30.333333,51.333333,78.666667,61.666667,63.333333,21.333333,49.333333,80.666667,61.666667,plant3
60,76,98,78,64.333333,64.333333,66.333333,13.666667,60,14,56.666667,65.333333,61,61,13.666667,50.666667,74,61.333333,61.333333,14,49.333333,80.666667,60.666667,plant3
63.333333,72,97,81,65,65,65,25.666667,63.333333,24,56,64.666667,61.333333,61.333333,18,50,66,61,59.666667,8.333333,49,78.666667,60,plant3
64.666667,71,96,82,65,65,65,25,64.333333,24.333333,56.666667,64.666667,63,61.666667,19.666667,51,65.666667,60.333333,60,9.666667,45.666667,74,60.333333,plant3
63.333333,70,95,80,63.333333,63.333333,64,25.666667,63.333333,25.333333,56.666667,65.666667,63.666667,62.333333,20.333333,51.333333,66,63,61,13,45.666667,71.666667,61.666667,plant3
66,79,88,84,65.333333,65.333333,65.333333,40,66,39,58.666667,71.666667,66,66,31.333333,58.666667,78.666667,67,66.666667,18.666667,57,80.666667,67.333333,plant3
62.666667,80,91,81,65.333333,65.333333,65.333333,39.666667,62.666667,38.666667,58.666667,71.666667,62.666667,63.666667,31,58.666667,78.666667,62.666667,64.666667,20,51.333333,80.666667,64,plant3
60.666667,80,93,79,65.333333,65.333333,65.333333,17,60.666667,17.333333,58.666667,68.666667,61,61.666667,18,57,74,61.666667,62.333333,16.666667,50,80.666667,62.666667,plant3
61,79,93,79,63,63,64.333333,7.333333,61,7.666667,59.333333,64,61,61.333333,8.666667,56.333333,68.666667,61,61,10.333333,49.333333,78.666667,61,plant3
62.666667,73,95,80,63.666667,63.666667,63.666667,15,62.666667,14,57.666667,64.666667,61.666667,61.666667,9.666667,51.333333,65,61,60.333333,5.333333,45.666667,74,60.666667,plant3
63.333333,72,97,81,63.666667,63.666667,63.666667,21,63.333333,19.666667,57.666667,64.666667,63,62.333333,11.666667,51.333333,65.666667,61.333333,60.666667,4.666667,45.666667,70.333333,60.333333,plant3
63.666667,71,97,81,63.333333,63.333333,63.333333,17,63.666667,16.666667,57.666667,65.666667,63.666667,62.666667,14.333333,51.333333,67.666667,63,61.666667,10.333333,45.666667,72.666667,62,plant3
61.666667,80,92,80,64.333333,64.333333,64.333333,27.666667,61.666667,26.666667,58.666667,68,63.666667,63.666667,22,58.666667,73.333333,66.333333,65.333333,16,56.333333,80.666667,67.333333,plant3
58.666667,78,93,76,63.333333,63.333333,63.333333,18.666667,58.666667,18,58.666667,66,61,60.666667,17.666667,58.666667,71.666667,62.333333,63.333333,17,51.333333,80.666667,64,plant3
59.333333,77,96,77,63.333333,63.333333,63.333333,10.333333,59.333333,9,58.666667,62.666667,60.333333,60.333333,9.333333,56.333333,68.666667,61,61.666667,14,51.333333,78.666667,62.333333,plant3
62,79,92,80,63.333333,63.333333,63.333333,10,62,10.333333,56.333333,63,60.333333,60.333333,11.333333,51.333333,64,59.666667,60.666667,9.666667,45.666667,74,62,plant3
59.666667,76,96,77,63.666667,63.666667,63.666667,30,59.666667,28.666667,51.333333,63.666667,60.333333,59.333333,20.666667,51.333333,64.666667,59.666667,60,6.333333,45.666667,70.333333,60.666667,plant3
57.666667,73,107,76,64,66,66,42,57.666667,40,51.333333,63.666667,59,58.333333,27,45.666667,65.666667,61.333333,59.666667,7,45.666667,72.666667,61,plant3
60.333333,70,104,78,64.666667,64.666667,65.666667,48.333333,60.333333,46,51.333333,65.666667,61.333333,60.333333,32.333333,45.666667,70,62.666667,61,12.666667,45.666667,78,62.333333,plant3
59.333333,75,93,76,64,64.666667,64.666667,27.333333,59.333333,26.333333,58.666667,68.666667,60,61.333333,22,57,72.666667,62.666667,63.333333,17,50.666667,79,63.666667,plant3
59,77,93,76,62,62,62,7,59,7,57,64,59.333333,60.333333,12,56.333333,68.666667,60.333333,61.333333,14,45.666667,75.333333,62.333333,plant3
60.666667,77,89,77,62,62.666667,62.666667,14,60.666667,13,56.333333,62.666667,59,59.333333,12,51.333333,64.333333,59.333333,60,10.333333,45.666667,72.666667,62,plant3
56.333333,73,101,73,60,60,60,33,56.333333,31,51.333333,62,57.333333,57,18.333333,45.666667,64.666667,59.333333,59.333333,5.333333,45.666667,72.666667,61.666667,plant3
51.333333,75,110,69,59.666667,62.333333,62.333333,35.333333,51.666667,32.666667,45.666667,61,56.333333,54.666667,16,45.666667,65.666667,59,59.333333,5.333333,45.666667,78,62.333333,plant3
60.666667,72,90,76,64.333333,64.333333,64.333333,23,60.666667,22.333333,57.333333,65.666667,60.666667,60.666667,18.333333,56,70.333333,61,61.666667,14.333333,44.333333,74.666667,61.666667,plant3
57.333333,73,94,73,64.333333,64.333333,64.333333,14.666667,57.333333,14.666667,56.333333,64,60,59.333333,14.666667,51.333333,65.666667,59.666667,60,10.333333,45.666667,73.666667,61.666667,plant3
57.333333,73,99,74,61,61,64.333333,32.333333,57.333333,30.666667,51.333333,64,57.666667,57.666667,21.333333,45.666667,64.666667,59.333333,59.333333,7.333333,45.666667,78,62.333333,plant3
104.209,64,66,112,107.095001,107.095001,107.095001,42.363998,104.209,40.662998,98.197998,111.024002,104.209,104.910004,32.549,98.084,112.622002,105.383003,105.497002,21.021999,97.785004,113.795998,105.383003,background
107.611,67,63,116,109.426003,109.426003,109.426003,26.934,107.611,26.407,103.497002,112.322998,107.611,106.910004,20.766001,101.611,112.622002,105.497002,106.497002,13.136,97.899002,112.622002,105.383003,background
104.322998,65,63,112,107.095001,107.209,108.970001,27.341999,104.322998,26.228001,101.611,111.024002,104.322998,105.024002,17.940001,101.611,112.322998,104.209,105.910004,10.25,99.072998,113.209,105.383003,background
108.795998,65,65,117,108.508003,108.508003,108.508003,27.495001,108.795998,26.495001,104.209,112.981003,108.795998,108.681999,22.082001,103.508003,114.693001,107.795998,108.095001,10.783,101.611,114.693001,107.508003,background
108.209,64,63,116,110.035004,110.035004,110.035004,26.299,108.209,25.886,103.806999,112.393997,108.209,107.508003,21.070999,103.508003,114.106003,106.622002,107.806999,9.783,102.322998,114.693001,108.508003,background
106.095001,63,67,114,110.622002,110.622002,110.622002,21.679001,106.095001,20.978001,103.806999,110.806999,106.393997,106.508003,15.587,103.508003,113.106003,107.220001,107.806999,7.609,103.508003,115.404999,109.508003,background
104.518997,59,64,111,108.622002,108.622002,108.622002,12.826,104.518997,12.826,103.806999,108.806999,107.220001,106.220001,10.723,103.806999,111.818001,107.920998,108.220001,7.734,103.508003,116.056999,110.518997,background
115.943001,53,54,121,112.345001,112.345001,112.345001,13.685,115.943001,12.984,113.231003,116.654999,115.127998,114.943001,10.973,110.231003,116.654999,113.943001,113.943001,10.033,104.518997,121.541,112.943001,background
114.541,50,55,119,113.427002,113.427002,113.427002,23.538,114.541,22.538,112.241997,121.541,114.541,115.541,17.424,111.241997,121.541,114.541,115.241997,10.022,109.643997,122.850998,114.541,background
115.954002,49,53,120,115.323997,115.323997,115.323997,13.929,115.954002,13.929,113.839996,121.541,117.252998,116.954002,13.826,111.541,122.850998,117.366997,117.839996,13.435,110.654999,130.563004,117.252998,background
117.252998,47,52,121,117.079002,117.079002,117.079002,21.320999,117.252998,21.320999,114.839996,122.264,117.366997,118.252998,19.848,113.839996,126.964996,118.366997,119.552002,15.848,110.654999,130.563004,118.366997,background
121.252998,47,51,125,118.666,118.666,118.666,36.158001,121.252998,35.158001,117.252998,126.964996,121.252998,121.666,27.745001,114.839996,130.563004,121.252998,121.666,16.033001,111.541,130.563004,121.850998,background
125.677002,40,47,129,125.737,125.737,125.737,13.25,125.677002,13.25,121.252998,127.677002,125.677002,124.677002,12.321,117.252998,130.563004,124.563004,123.377998,11.62,111.541,132.862,123.563004,background
127.823997,27,53,137,127.134003,127.134003,127.134003,16.989,127.823997,17.690001,125.823997,131.824005,127.823997,128.824005,20.690001,125.823997,140.824005,127.823997,130.123001,21.391001,121.432999,149.824005,129.824005,background
123.444,20,64,138,124.612,124.612,124.612,7,123.444,7,123.144997,127.546997,125.144997,125.144997,5.576,123.144997,130.432999,125.557999,126.144997,3.69,121.134003,134.835007,126.846001,background
126.432999,23,60,139,126.661003,126.661003,126.661003,12.31,126.432999,12.196,123.432999,128.134003,126.432999,126.432999,9.484,121.834999,131.134003,126.432999,126.546997,5.473,121.834999,134.835007,127.432999,background
129.535995,25,54,140,127.302002,127.302002,127.302002,16.483999,129.535995,15.897,126.536003,132.134003,129.535995,129.535995,13.598,123.421997,133.248001,129.535995,129.123001,10.299,122.421997,135.421997,129.123001,background
129.824005,27,53,139,131.285995,131.285995,131.285995,26.309999,130.524994,26.309999,127.823997,140.824005,135.112,133.410995,26.125,125.823997,146.824005,135.410995,135.410995,19.712,125.823997,150.524994,135.410995,background
138.824005,27,49,148,137.225998,137.225998,137.225998,26.896999,138.824005,24.896999,136.824005,144.824005,138.824005,139.824005,12.712,133.824005,144.824005,140.824005,139.824005,8.288,129.123001,154.112,139.410995,background
137.824005,27,50,147,131.710007,131.710007,131.710007,21.174,137.824005,21.288,133.824005,141.410995,136.824005,137.824005,23.576,130.824005,154.112,137.998001,139.410995,16.989,129.123001,154.699005,138.410995,background
134.998001,30,51,143,133.296997,133.296997,133.296997,21,134.998001,19.587,130.410995,137.998001,134.998001,134.998001,14.277,129.123001,139.998001,135.998001,135.410995,6.864,129.123001,153.399994,136.998001,background
138.998001,30,50,147,137.069,137.069,137.069,14.908,138.998001,14.022,134.399994,140.998001,137.585007,137.998001,11.022,130.285995,140.998001,136.699005,135.998001,8.435,121.862,140.998001,135.296997,background
115.045998,58,54,121,113.589996,113.589996,113.589996,31.728001,115.045998,30.027,108.529999,119.220001,114.518997,114.518997,19.625,107.056999,119.220001,113.693001,112.931999,8.729,106.160004,121.014,112.404999,background
105.323997,45,63,109,112.014,112.014,112.014,11.549,105.438004,11.663,105.323997,114.150002,109.725998,108.438004,12.56,105.323997,119.975998,111.725998,112.139,14.56,105.323997,125.677002,112.427002,background
118.036003,42,54,121,118.046997,118.046997,118.046997,43.167999,118.036003,42.167999,112.623001,125.150002,118.036003,118.036003,36.951,107.623001,126.677002,117.737,117.737,27.136,105.323997,129.274994,117.252998,background
124.139,47,51,128,124.709,124.709,124.709,11.821,124.139,10.348,122.850998,127.139,124.438004,124.438004,6.016,118.438004,128.264008,124.438004,123.552002,14.375,107.954002,130.563004,123.438004,background
128.975998,39,47,133,128.389008,128.389008,128.389008,5.359,128.975998,5.359,127.089996,130.563004,128.975998,128.975998,3.669,125.677002,130.862,128.975998,127.975998,4.321,122.850998,131.460007,128.274994,background
130.563004,40,47,134,128.389008,128.389008,128.389008,2.299,130.563004,2.299,127.677002,130.563004,128.975998,128.975998,1.897,125.677002,130.563004,128.274994,127.975998,4.022,122.850998,131.160995,127.677002,background
128.274994,37,49,133,129.585007,129.585007,129.585007,5.691,128.274994,5.691,127.677002,129.574005,128.274994,128.274994,5.381,126.389,131.274994,128.574005,128.688004,4.093,125.677002,132.470993,128.688004,background
130.862,39,49,135,131.873001,131.873001,131.873001,8.636,130.862,8.049,127.400002,131.274994,128.987,129.574005,5.843,127.100998,132.470993,129.285995,129.285995,4.093,126.389,133.595993,129.285995,background
133.585007,32,52,141,133.802002,133.802002,133.802002,13.239,133.585007,12.826,130.998001,135.998001,134.998001,133.998001,9.826,130.585007,137.998001,134.998001,133.998001,4.712,128.987,138.998001,134.399994,background
127.998001,30,54,136,128.998001,128.998001,128.998001,6,127.998001,6,126.998001,128.998001,128.998001,127.998001,4,125.998001,130.998001,128.998001,128.998001,1,125.998001,134.998001,128.998001,background
129.112,30,52,137,128.998001,128.998001,128.998001,4.456,129.112,4.342,128.998001,130.112,129.112,129.112,2.342,128.998001,131.112,129.112,129.112,1,124.884003,132.585007,129.112,background
130.112,30,51,138,129.998001,129.998001,129.998001,1.886,130.112,1.886,128.112,131.112,129.998001,129.998001,3.886,125.112,131.112,129.112,129.112,4.886,121.112,131.112,128.998001,background
133.244003,3,179,247,133.244003,133.244003,133.244003,3.772,133.244003,3.772,131.945007,133.244003,132.656998,132.945007,1.886,130.059006,133.244003,131.945007,131.059006,12.164,42.493999,139.841995,132.531998,background
133.244003,3,179,247,132.945007,132.945007,132.945007,1.484,133.244003,1.484,131.645996,133.542999,131.945007,132.244003,12.381,128.770996,133.841995,131.945007,128.048004,50.780998,16.445,139.841995,131.945007,background
19.136,0,255,64,103.814003,105.295998,118.796997,74.044998,19.733999,89.806999,17.940001,60.555,22.125999,27.507,155.526001,17.641001,138.440002,22.125999,50.846001,161.362,16.445,139.141006,31.959999,background
111.805,1,202,241,112.218002,112.218002,112.218002,59.473999,112.505997,57.772999,111.805,128.554001,113.391998,116.195999,48.403999,111.805,134.162003,113.391998,118.184998,25.841999,28.992001,138.255005,113.391998,background
113.391998,2,201,242,114.577003,115.032997,115.032997,0,113.391998,0,113.391998,113.391998,113.391998,113.391998,0,112.391998,113.391998,113.391998,113.391998,3.103,111.505997,128.667999,113.391998,background
113.391998,2,201,242,114.577003,115.032997,115.032997,1,113.391998,1,112.391998,113.391998,113.391998,113.391998,1,112.391998,113.391998,113.391998,113.391998,2.196,110.195999,118.587997,113.391998,background
112.391998,2,202,241,114.278,114.734001,114.734001,2.299,112.391998,2.299,112.093002,113.391998,113.391998,113.391998,1.299,111.391998,114.989998,113.391998,113.093002,6.474,76.470001,117.691002,113.391998,background
255,0,0,255,138.154999,138.154999,138.154999,44.228001,252,50.113998,110.070999,255,187.886002,216,77.744003,3.256,255,185.886002,158.255997,43.645,3.256,255,119.579002,background
255,0,0,255,134.362,134.362,134.362,255,244,255,15.854,255,210.886002,183.184998,251.722,1.484,255,127.070999,130.255997,102.405998,1.484,255,116.974998,background
9.039,18,176,13,115.362,115.362,115.362,200.591003,16.039,178.819,1.484,136.070999,77.273003,56.740002,104.122002,0,255,83.419998,103.739998,57.050999,0,255,125.834999,background
87.181999,49,64,91,117.525002,117.525002,117.525002,78.790001,87.181999,85.263,36.794998,91.068001,87.481003,84.181999,88.568001,0,98.791,87.181999,80.349998,29.127001,0,255,87.481003,background
0,0,0,0,14.615,112.389,112.389,255,10.772,255,0,222,71.008003,62.202,255,0,255,86.264,88.860001,103.68,0,255,88.491997,background
6.615,36,223,8,14.615,115.275002,115.275002,165.026993,16.615,149.983994,2.658,181.886002,84.061996,59.973999,80.188004,0,255,85.247002,82.044998,38.376999,0,255,96.318001,background
13.615,36,119,15,14.615,116.975998,117.431999,30.268999,24.500999,30.514,13.615,176.886002,64.772003,68.571999,22.09,0,255,114.802002,93.344002,22.309999,0,255,123.400002,background
52.942001,31,67,57,14.615,122.709999,122.709999,255,51.643002,255,0,125.112,52.942001,58.757,138.052002,0,185,118.927002,90.757004,21.099001,0,255,123.698997,background
30.985001,30,82,34,15.914,117.768997,117.768997,119.202003,30.099001,103.288002,0,131.483994,30.985001,42.799999,52.911999,0,195.886002,70.757004,78.914001,47.112,0,255,81.772003,background
21.43,42,57,22,19.914,107.779999,107.779999,255,34.543999,255,8.028,253,121.772003,107.543999,255,8.028,255,205.886002,134.429993,152.867004,0,255,113.306999,background
231.886002,42,1,232,124.986,125.584,125.584,255,220.886002,255,0,255,158.886002,162.772003,255,0,255,95.543999,126.657997,191.475998,0,255,120.768997,background
36.832001,59,33,38,116.127998,116.697998,116.697998,255,45.945999,255,0,255,36.832001,89.772003,255,0,255,127.473,120.245003,188.362,0,255,119.470001,background
16.245001,53,60,17,108.513,108.513,108.513,255,26.358999,255,0,255,36.832001,80.772003,255,0,255,146.473007,115.657997,161.362,0,255,123.241997,background
255,0,0,255,131.285004,132.459,133.356003,255,239,255,0,255,147.772003,159.473007,255,0,255,36.832001,117.245003,126.134003,0,255,123.584,background
46.495998,59,76,50,113.443001,113.556999,113.556999,152.289993,48.495998,101.233002,3.832,139.886002,47.293999,65.023003,190.332001,3.832,255,78.513,105.191002,105.557999,0,255,107.561996,background
120.045998,58,52,126,122.231003,122.231003,122.231003,255,117.045998,252.834,44.495998,121.818001,119.931999,102.986,154.455994,44.495998,123.345001,119.345001,106.213997,16.853001,8.419,255,118.459,background
114.508003,63,60,122,114.704002,114.704002,114.704002,214.167007,110.622002,180.220993,32.723999,117.209,88.963997,88.790001,29.316999,0,130.886002,88.963997,92.371002,19.216,0,255,112.736,background
192.886002,42,1,193,128.660995,128.660995,129.572998,255,188.473007,255,2.946,255,192.886002,166.473007,226.167999,2.647,255,174.587006,130.945999,41.108002,0,255,93.060997,background
255,0,0,255,115.149002,172.251007,172.251007,191.940002,245,189.940002,13.06,255,206.587006,186.886002,183.994003,0,255,153.473007,129.647003,116.112999,0,255,98.594002,background
2.174,85,170,3,101.955002,138.268005,138.610001,134.296997,14.761,131.009003,0,251,107.941002,76.348,104.823997,0,255,135.826996,120.707001,30.749001,0,255,139.001007,background
136.414001,72,25,141,140.373001,140.373001,142.880997,102.137001,135.414001,114.723999,107.941002,139.587997,135.414001,128.414001,159.371002,2.174,145.126007,136.414001,125.239998,78.435997,0,255,141.598999,background
